mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,lip_width_mean,lip_height_mean,lip_area_mean,lip_movement_std,eye_aspect_ratio,mouth_aspect_ratio,facial_landmark_std,optical_flow_magnitude,optical_flow_angle,temporal_consistency,frame_difference_std,motion_vectors_mean,psnr_mean,ssim_mean,blurriness_index,lip_sync_error,audio_visual_correlation,feature_mismatch_score,deepfake_artifact_score,generative_adversarial_score,audio_kurtosis,audio_skewness,visual_kurtosis,visual_skewness,temporal_entropy,spectral_entropy,lip_audio_correlation,eye_blink_rate,facial_symmetry_score,micro_expression_consistency,breathing_pattern_consistency,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,audio_feats_mean,audio_feats_std,audio_feats_skew,audio_feats_kurtosis,visual_feats_mean,visual_feats_std,visual_feats_skew,visual_feats_kurtosis,mfcc_feats_mean,mfcc_feats_std,mfcc_feats_range,audio_visual_corr_1,audio_visual_corr_2,audio_visual_corr_3,audio_visual_corr_4,lip_consistency_score,lip_activity_level
,-0.7914506506540677,0.3183626909114852,0.4256287137032119,,,-0.7097001746526048,0.0515780820184345,-0.9760857446635408,1.547238004694983,-1.4979017725881936,-0.6563037778504419,0.8682014539825893,-0.3986373138141493,0.6719732217021198,,0.8331029352874769,-1.2020251658451284,-1.154228231883905,-0.1874004100355148,0.4430477976204923,1.2061355599973025,-0.784986752597108,-0.4849040817600378,-0.2506501071266549,-0.2707157240166754,1.495645205078405,-0.1040470079970724,0.153053160089564,0.9114833024566436,2.3910878837727414,-0.0351958809916574,1.2591913610888714,,-0.1103397073779565,-0.5636384644669592,0.9870672847682188,1.121082149351284,1.7127779423772835,-0.8500383702914973,-1.044976174752692,1.1094188199272383,-1.8000303928315362,1.0706421398398702,-0.7217108680904613,-1.6538786000320556,-2.001374771086308,-0.4761525795312883,,-1.3898918614587392,-1.2355725894423146,-0.4942204815186642,0.8075530144855749,0.9325294858465352,0.1398702657020494,0.9833696334909084,0.6876107354110753,-0.4169872957668561,0.9095121105888696,-1.284177486358534,0.4864863982101155,-1.1660143893757533,0.1428005393890014,1.218567700529808,0.2131981799151518,-0.0125776497423401,0.2260310994975036,0.663309492084395,-0.0114205007710755,1.408775388574884,-0.7062101273394361,-2.071680296387033,0.1851691938723472,0.8792984007354939,0.180163440186665,-2.3878066408612657,-0.254292736564526,0.9256344718750124,3.0451397772831763,1.3521770460107905,-0.8708790767247986,0.8728420847761362,0.1193476950681504,0.844217004506184,0.0327515539584053
0.5473925660068545,-0.763175663169483,-0.1837260521484019,-0.1541169557784716,0.9582725823148271,-0.4651628672054205,2.313585801910432,-1.0216179545061546,-0.9095139925524632,,-0.7030638025129891,1.593565011358714,0.6909073425043566,1.2773463422452191,-0.9501507370707676,-1.9477307682909728,0.3163819989792578,1.8535978941835616,-0.4853357253354296,0.1018163552823324,-1.5695351562232418,0.0282064237401518,-0.1249877853138573,-2.093044356410081,-1.037336360298614,-1.1167301326664705,-1.5797265171330634,-0.7248546835600852,0.5087703666647688,-0.6331824582332768,0.3484892700483433,,0.3262181682959076,0.4974796820429042,1.533879961225971,-0.7161099450803411,1.6423595074883226,0.2063003609118923,,0.4603110558590191,0.3836762291566474,1.5594603667315523,-1.1965216961696974,0.5950972067405348,-0.9927799673623956,2.32836445173888,-1.891371123661877,-1.5173093435709122,-1.1215215499493385,-1.08931964874204,0.5208699660799636,1.7996802728429229,1.1551290855099456,-2.9382916161193946,0.009582895676391,-0.6063622886702404,0.3910729905354378,-0.2088038232495196,0.1894109060047519,-0.7409049314197562,-1.2018286022711977,0.025469343796856,0.0033698255163192,-0.5959328623520688,-0.7665100928168921,0.5584062890741363,0.4549481957543748,,-0.2370175780242912,1.4122864391523984,0.6870499623842551,-1.7789936155344233,-0.3659438126749954,1.153796454574162,0.2117047369011678,-0.2989944673687255,0.1102216976106767,1.1044435325039326,3.3352037564165866,0.005818995397627,-0.1949134975225124,2.5043729834902027,1.5739601519069295,1.3318439567381417,-0.5170186523941651
0.3347296966024498,-0.1564630096719333,-1.8778656063735848,0.9573482609722476,-1.824483322907456,-0.966520600012575,-0.4528246304281212,-1.953615546009279,-1.100622622803708,0.2448200907840314,,-0.2641528737251507,,0.0461813237578895,-0.3252480251965989,-1.640965401018367,-0.2009186695709278,-1.2419118269181406,0.8976971119425649,-0.3915067346986043,2.521524430730786,0.9669025365214522,-0.1302691752871686,,-2.089799188711629,0.9623794069097557,-0.8202904971574921,0.0897330370443535,-0.7276225128500117,-0.6213183752433622,4.480330026210509,0.076832775006618,-0.0269158807892923,-0.0019846241380282,-1.6256827074814433,2.332049604264109,-0.9680196709319898,0.4375673456371321,-0.3399911107950609,-2.374154694557621,0.1510357309701746,0.2892769106410273,1.301808877454733,2.0776176835147977,1.4770224039902151,-1.766528923419959,-0.4604181408097928,4.491011589390259,,-0.043826816745736,,0.9142130009833046,-1.8754552388064587,-1.5724895241473331,-1.0146707842916458,-0.0975339537687992,-1.6227253551788592,-1.0603922340648304,1.1489450423095446,-0.1123603530254244,0.4335469786980619,-1.2362427842497443,-0.0538360245572295,-0.1358666063113685,-0.7952704709063896,-0.0510771041178585,-1.892125292822918,0.4386087443361314,1.6299161807807878,1.958956417498136,1.7098306871242934,2.8586360903612444,0.7827541905153835,2.0076034405730594,0.556322727770579,0.8055764402346739,-0.6417863785066436,0.9835792468474948,2.9109638069815267,0.423084976395502,-0.0376838645788265,,-9.385312376002286,2.519670430085587,0.4539652181961847
0.5798712699120395,0.9235036801650806,-0.0443064799252505,0.4740844749056459,-1.4231138211702077,2.925024115440914,0.4401279966449698,0.7812261751955011,0.9342512255698656,,0.0777428373438121,1.0849595675953727,-0.3677285273324813,0.3911352276874562,0.4677804572632056,-0.734511192312912,0.4437938893855209,-1.694322701295469,0.9179624139531076,1.5698711926021027,,1.4972938606452144,-0.7621990933293847,-0.2249749663524142,0.1254280885148479,0.1288127278757563,-0.437296837143649,-0.9131498636995792,1.7269666376835813,-0.8330640634565456,0.8563896778723452,0.4950945074609169,0.2030170670162281,0.5429872511382324,1.5234439298831928,-2.6244610623684594,1.5591393761845525,0.1490052351801821,0.1859426387951933,2.440503948737394,-0.6103956228435276,-1.1508909728518033,-1.3842501398130258,-0.9073502352243076,0.6874395064024602,,0.8833303050498349,-0.4598002964029136,-0.4153645952541064,1.6537224410494389,,0.7521881222447568,-1.8247545596535584,1.9576976793072955,-0.0919437628926092,0.1729027917874311,0.4475672619199636,0.1645302264994029,-0.1719754134652205,0.145033863898941,0.6364837028241617,0.8487995228535127,1.2197788654862765,-1.097551871042696,-0.5459177790261381,0.8529545431913759,-1.5702065673647592,0.1615904821374437,-0.7114840434718902,0.6950969182272398,0.5235416161157042,-2.156696515055115,0.1848868306242485,0.9042901936051942,0.5418657760804367,-0.9559674196297312,0.6139428219707039,1.034925011487624,4.3481379366111215,0.2231046238392829,0.8772080560286181,0.3114216286277601,-0.0576718722763779,1.0029830917280516,0.2891478282099837
1.5943711881644536,1.2876528773991949,-0.9185288906350256,-0.4164842636398599,-0.7124304044342532,0.4302337976984197,1.4124482266873244,1.1856193163391573,-0.4329304734154912,1.254807067744461,1.171822034461271,-0.1888339087538932,-0.3722575045368667,,1.058361880246356,1.2247839845092354,2.5853841120501024,0.547267016312372,0.3256647209107891,1.35793746132566,1.9878209114670056,-0.6113939305158616,,-1.0185706205470886,0.3427499744111674,0.8892586038240726,-0.9488772846345702,1.1337955202216703,-0.4533269125708383,-0.5347907538310596,1.929938253223768,-0.6251405582368739,-1.4034984772231092,0.7436571099090505,,1.1980588331770237,-0.3670093292365299,-1.748298360781634,1.3155344233889197,0.3997499528469546,1.0336035092642322,1.073860423547036,-0.2476720809077547,,,0.919905358020526,0.8947336081196483,-0.4377826476051705,-0.5391590984956093,-1.490153446383707,0.6469199253554921,-0.3897812740420071,-0.3010447971134913,1.7278751797775054,0.5983889067843892,0.322898686169141,0.830197290475684,1.4206140074424805,-1.6174807601650658,-0.5656284369484438,-0.2321347985766899,-0.9783419323035398,-0.2652215729939844,-1.5511349013736393,0.922179260299044,-0.5175045907344314,0.2009563978861731,0.0513086196571927,-0.3399731664368808,1.154757039119667,0.0141811326471406,1.3652076417608845,-0.6400508190458529,0.7005244519796805,-0.3817573149229309,0.9273723779746385,0.4723122139679798,0.9440933124800304,2.512900078799479,1.068899006512721,,0.2522715051424004,-0.1500499912643253,0.4949286318730902,-0.4184013106986967
0.1158667794010878,-0.7760573868428163,0.1195351303049029,-0.6071467087272591,-0.7837601693701695,,0.7828775531887718,-0.0212728496310947,0.1443373372497033,,0.4870092591735389,-0.7995016584556943,0.8625047333686432,0.3535658378908127,-0.2630563378895516,-0.4877780315085419,0.8411309417668084,-0.1504863161501062,-0.6988930958298374,-0.3845697669743236,,-1.6105532012460402,-0.3554089055804725,1.070582669675764,-0.168216772103258,0.2728167322778412,1.0867689645371947,0.8923296533971701,-0.4400587730399219,-0.1303935522038363,1.7047639017290137,0.9394694872838988,-0.0880501253149411,-0.0535456522924267,0.2676836945338513,,-0.1324338793420436,0.6933867037990183,-1.0786692760638916,-1.774833406548257,-0.2222866736899028,1.4184850326034728,-0.2388643911796377,1.2534428230776131,-0.5706986705310843,0.7227129648146338,0.4814541058131408,1.568146705571757,-0.2117771292678771,-2.562767861861198,-1.564183402338887,0.2979615561644564,,-0.8655628263964125,0.0123419506382569,-2.449367245746461,-0.3797257893254545,-1.1648085578602692,-1.4991797179007504,,-1.0692089250694312,0.4694802179923028,1.1965267866828837,-0.3644268516110628,-0.5961257790468361,-0.4142050011578987,-1.1081871079384624,-1.288741895619678,0.8602885126986526,0.8263655155699319,-0.949799946867051,-0.5725381652378907,0.1942497192579171,1.0252602404523825,-0.2976499504114307,-0.5603885925741059,-0.1338112713709029,0.5719746862994688,1.5823792116444662,-1.1167361755049487,-0.5041422130198812,-0.2557240775995725,-0.263788576995639,1.1267817534073106,0.0620194361626178
-0.0700464437279648,0.7254188271577661,-0.1877016058740368,-1.03873443416267,0.0073506749196991,-1.0828405288683434,-1.9252622125874848,0.727122481485493,0.5790615726946706,0.4670909439935746,1.302928421945811,,-1.431114142771255,-0.0700297768080445,-0.3475002997059104,-0.8422957167700686,-0.0798491534877959,-0.6116051462045847,-1.8360052833568312,-0.4411766907937603,-1.1363751667038573,0.2316480716109227,,1.1116314741410516,1.6038660672678655,0.6793813730119062,-1.55102618198332,1.5051959988790395,1.575720450373765,0.0187905113079407,2.122926160335532,-0.5516751380466781,-1.8662459348495888,-0.7602844386215937,1.7293008660447564,-1.4910799236114736,-1.2004787180685057,0.0341438933402122,-0.5129742439678118,-1.9435215998371151,0.0722491342362027,-0.5621623419347272,-1.422058497167931,0.215031942943456,1.0733665824449723,0.8695725186534211,-0.8097354673898115,,-0.2841878821547786,1.567791509795664,0.6455980789595456,0.7039646767942336,0.8898569517854946,0.4207665625185863,0.1206085476135786,,-0.5461661042180197,-1.4144630113663208,0.7229969346243232,1.2377381057492252,-1.1182319393560314,0.8219214824159002,1.68076571338819,-0.0022462017571209,-0.8180021847417462,0.1230186735267556,-0.5505339682007013,-0.6167301099564017,-0.6500256485874821,0.7320664730899611,-0.5323141609650398,,0.4384584733828535,0.9270670966125972,-0.6866264240428067,0.5757967893412239,-0.0450556639112259,0.9634343784923126,3.228190634533296,0.0079093670495491,,-1.5808049835215956,,1.2302045313918366,0.4366667237378335
0.7875655093500449,,-0.587195710177674,-0.0774809975586992,1.5997897468154707,1.1218805229882207,0.891060545300959,0.2693327823429361,-0.627847890143966,-0.5153656613516251,0.2352169846559659,0.4385298531278419,-0.968884788147303,1.246129489447437,1.407521033509638,0.7939166109634321,1.5035394350315254,0.6382520030108457,0.2741518843602513,0.0512154476717231,,-0.0051986026608391,-1.040860209931801,-0.0836013144922701,-1.168347993925107,-0.8008210065321013,1.228551603830709,1.1821687660826716,-0.837232511548351,0.8701042916960302,0.2116236898696907,-0.6638661239752205,1.3923058629820968,-1.094384874139092,-1.787306258091533,-0.6655051483155571,-1.801935651189312,-0.373096220905028,-1.7207137061047535,-1.1487339579856857,1.8964213369641447,0.301612475402057,-0.2212564559036559,0.6681575108680201,0.0749236422195094,0.057097412905789,-0.0823139548553384,0.2175617483218885,-0.4108007183815491,-1.6282727975851523,1.8487466994093749,0.5299810646207519,-0.7015656176624815,0.3511530726333191,-1.1299778528584052,0.3804259804186601,0.7425250888468161,1.032941117939538,0.5687974934254327,-0.1899493276959362,1.024226556727277,-0.5520102797798705,0.2982515820638787,-0.7295072262074672,0.2297725528199647,1.494149433067112,0.7728528745312819,0.9220594694808611,-0.0187946132711845,0.3291633125727711,-0.1248177517774956,-4.669909010926151,-0.3902663435216599,0.7882121267239062,-0.6441516685201436,-0.4173380716453714,0.3214077895772249,0.736656723601157,2.227637636959437,0.0019395790067458,-0.3139364244650351,0.0184973305534466,-0.2541878322067174,0.8046862815931892,-0.6470636706462402
0.9943515198154236,0.9022713999434526,-0.4998724304108518,0.5430322792896524,-0.2338978004535939,-0.1960932106769378,,-0.5969935884209324,1.4930031044432035,-0.1601301395979371,0.618360566259665,1.455600479257298,1.031653774575175,-1.4089191026905246,0.4448958950098842,0.8507193944606469,0.8918630221607488,-1.1132948341146311,-0.6570352370173239,0.9945582357416216,-0.7617603706826457,-0.2996960566643142,1.5758758095019694,-0.0477992503847898,-0.726774137833843,-0.8776173568629051,0.3327193295851879,-1.333148008477209,-0.2473359638964181,0.3332305349900217,2.099149820547668,0.6675480803699957,-0.7140651179821788,1.17841931756372,-0.2995150375474775,-1.235703022049409,-1.3720413592654723,1.438169201145702,0.1652400500649252,-1.4874781356702136,1.6372116447028533,-1.431354847054427,-1.2855991140527725,-1.615846470966832,0.3726481864800551,0.1664931271151245,1.542736367279776,0.2434750771367702,,0.001794872878107,0.1177074184609581,-1.671761273328167,2.710331644334893,0.5198710181019115,0.210008308022589,0.6151639842785803,0.709410980586605,-0.1405534855024316,,0.599450686321704,0.3857108405314524,-0.8098900990894081,1.419035611367264,0.2933520363229833,0.7298193622676307,1.391920887679919,0.0218888211648347,0.3169520069841153,-0.2588274207061818,1.361517047232319,0.6126121529331425,-2.4818932769853888,-0.047998777872306,1.1092163624316431,0.1365978724355403,-0.8197426832250363,0.3926938344953129,0.7652905822328955,2.089996692864136,-0.4310136383994338,-2.255637478286463,0.0614506739470724,-0.1769513892701046,0.997993205468816,-0.1044933195849466
-0.336220439666627,0.5747023308204463,0.0386512848694276,0.6063870302825959,1.155013377560438,0.5712785824721058,-0.1540528077677153,-0.54431767164655,0.7708046152647807,0.2753143330050658,-0.860766516994788,1.3021822064876425,0.262163150483655,0.6529134763401087,-0.3920185346651885,1.130715114553028,-1.5853582686716057,1.6754974960107958,-1.938839460188457,-1.3766218655625526,0.2518302378463555,-0.530756132805377,-0.3283318972686925,-0.5310903808359716,-0.7830753889884239,0.316977454382877,,3.6532510588730114,0.0801718322900472,-0.4168156403114683,1.574468188796533,-1.832237570605722,-2.5817391776343586,-1.5878221416530474,-0.343521770105061,0.3914681181805455,-3.8711786829410535,-0.0116102118412134,-0.3545778020753636,-1.3630378894606567,-1.907581997753973,2.6152666572921137,0.0325070267763162,-1.2171787554975697,0.1294412907633293,1.4948401263941091,,-1.4948026265600824,-0.1180398730275982,-0.0327028095268126,0.7094048171416073,,0.7800008320640236,-1.3876868495782382,-1.071041835385541,-0.7983006496307254,0.7776754714572981,0.606706100055349,1.2615369842172088,0.5581135401190465,-0.6274711504487567,-0.196800677335289,-1.4614217465946748,0.6281442203822553,-0.6260598459205134,1.2242982848562467,0.6002969801540358,1.9379995262491128,0.2853402114167834,1.7077831575776945,0.9322059216875802,1.9881158585197856,-0.959842531775006,1.2099567165671878,-2.021981208470141,4.723083977425736,0.2832480270572351,0.66992110229909,2.1629487234824305,0.0061621911378936,-0.8586754634522711,-0.0172641692304788,1.1705431482544544,1.3440150976253695,-1.2565391848999334
