audio_feat_0,audio_feat_2,audio_feat_13,audio_feat_14,audio_feat_15,audio_feat_16,audio_feat_17,audio_feat_18,audio_feat_19,audio_feat_20,audio_feat_21,audio_feat_22,audio_feat_23,audio_feat_24,visual_feat_0,visual_feat_1,visual_feat_2,visual_feat_3,visual_feat_4,visual_feat_5,visual_feat_6,visual_feat_7,visual_feat_8,visual_feat_9,visual_feat_10,visual_feat_11,visual_feat_12,visual_feat_13,visual_feat_14,audio_feats_skew,audio_feats_kurtosis,visual_feats_mean,visual_feats_std,visual_feats_skew,visual_feats_kurtosis,audio_visual_corr_1,audio_visual_corr_2,audio_visual_corr_3,audio_visual_corr_4,audio_visual_corr_5,label,audio_feats_mean,audio_feats_std
0.0496714153011232,0.0647688538100692,-0.1913280244657798,-0.1724917832513033,-0.0562287529240972,-0.1012831120334423,0.0314247332595273,-0.0908024075521211,-0.1412303701335291,0.1465648768921554,-0.0225776300486535,0.0067528204687923,-0.1424748186213456,-0.0544382724525182,0.0110922589709866,-0.1150993577422302,0.0375698018345672,-0.0600638689918805,-0.0291693749793276,-0.0601706612229396,0.1852278184508937,-0.0013497224737933,-0.10577109289559,0.0822544912103189,-0.1220843649971022,0.0208863595004755,-0.1959670123879775,-0.132818604889843,0.0196861235869123,0.0701558751428913,-0.7180785851870364,-0.03507082079537523,0.08940568572346372,0.13853884458797203,-0.42368472717754857,0.0005509682019754849,-0.0074548534752393635,-0.007188155964578571,0.010360523871382128,0.0016401575786629545,REAL,-0.0443372327267167,0.08945889919485639
0.0611676288840867,0.0931280119116198,-0.0072010121580333,0.1003532897892024,0.0361636025047634,-0.0645119754605124,0.0361395605508413,0.1538036566465969,-0.0035826039109951,0.1564643655814006,-0.2619745104089744,0.0821902504375223,0.0087047068238171,-0.0299007350465867,0.0091760776535502,-0.1987568914600893,-0.0219671887837511,0.0357112571511746,0.1477894044741516,-0.0518270218273647,-0.0808493602893187,-0.0501757043584536,0.0915402117702074,0.0328751109659684,-0.0529760203767038,0.0513267433113356,0.009707754934804,0.0968644990532889,-0.0702053093877352,-0.9047325185746242,13.607421144755357,-0.013434689506907441,0.075415649690023,-0.20380113832424018,0.22449273707569084,0.0005612789125239197,-0.01850983415541172,0.0001581859935096044,0.003583742137628551,0.00534459727781892,REAL,0.005329408223879649,0.0966411251777562
0.188618590121053,0.0257550390722764,0.0751933032686774,0.0791031947043047,-0.0909387454794738,0.1402794310936099,-0.1401851062792281,0.058685709380027,0.2190455625809978,-0.0990536325130688,-0.0566297729602771,0.0099651365087641,-0.0503475654116199,-0.1550663431066132,0.0068562974806027,-0.1062303713726104,0.0473592430635181,-0.0919424234233803,0.1549934405017539,-0.0783253292336237,-0.0322061516205675,0.0813517217369669,-0.1230864316433955,0.0227459934604129,0.1307142754282428,-0.1607483234561227,0.0184633858532304,0.0259882794248423,0.078182287177731,0.20194553183054229,-1.0466978935229325,0.0025723081638649244,0.09066917785734781,0.07779259338191102,-0.626037065406162,0.001293225164241809,-0.0027359673653640135,0.0035610979262501235,-0.007272939421645277,-0.014094909036776963,REAL,0.017096186851288504,0.10989849196810307
0.0656553608633829,0.0787084603742452,-0.0077101709414104,0.0341151974816643,0.0276690799330019,0.0827183249036023,0.0013001891877907,0.1453534077157317,-0.0264656833237956,0.2720169166589619,0.0625667347765006,-0.0857157556416282,-0.1070892498061112,0.0482472415243185,-0.022346278532585,0.0714000494092092,0.0473237624573544,-0.0072828912656872,-0.0846793718068405,-0.1514847224685864,-0.0446514952067021,0.0856398794323472,0.0214093744130203,-0.1245738778711988,0.0173180925851182,0.0385317379728836,-0.0883857436201133,0.0153725105945527,0.0058208718445999,1.3829776475154993,15.457517164776739,0.015147846539549226,0.10846888313746274,1.511071925835154,18.743517303021658,-0.0014671529810105347,0.0056197879596438915,-0.0003648742981369023,-0.0002484572737664069,-0.0023430003071998576,REAL,0.06735979802548953,0.10716581237151343
0.0954001763493202,-0.0315269244640345,0.1088950596967366,0.0064280019095462,-0.1077744777929306,-0.0715303709259968,0.0679597748934675,-0.0730366631717136,0.0216458589581974,0.0045571839903813,-0.0651600347605817,0.2143944089325326,0.0633919022318011,-0.2025142586657607,0.0186454314769427,-0.0661786464768388,0.0852433334796224,-0.07925207384327,-0.0114736441466899,0.0504987278980457,0.0865755194170121,-0.1200296407055776,-0.0334501235840948,-0.0474945311160956,-0.0653329232573712,0.1765454240281097,0.0404981710960955,-0.1260883954335045,0.0917861947054776,-0.31654452734963545,0.8863990205137173,-0.015508564832976524,0.10100444569088235,-0.8987740291146021,12.508915062392457,0.0017787774510094995,0.00208640918860734,0.009282577888012308,-0.000509432482000036,0.0012365660062914187,FAKE,-0.03427136489260485,0.11618775224361046
-0.1247783181964849,-0.1430141377960632,0.0069802084990018,-0.038531359686176,0.0113517345251248,0.0662130674521046,0.1586016816145352,-0.1237815498826849,0.2133033374656266,-0.1952087799522502,-0.0151785095035583,0.0588317206484576,0.0280991867735032,-0.0622699519820593,-0.0208122250357275,-0.0493000934658832,-0.0589364756944211,0.0849602097021024,0.0357015485965047,-0.0692909595260654,0.089959987543325,0.0307299520876609,0.081286211883896,0.0629628841923612,-0.0828995010922072,-0.0560181040196969,0.0747293605123261,0.0610370265433464,-0.0020901593964148,0.0048199248501127135,-0.03220602739124656,0.024317476971310013,0.06302305403532583,-0.3907260383555591,9.033282197038748,0.002596914437884855,0.0070506103602886155,-0.00041138888854341116,-0.0032736323990446474,0.00040527450180336325,FAKE,0.004158989483877195,0.10244920324361037
0.0324166352488442,0.0096995964992718,-0.0897254371485831,0.0075804558193726,-0.0677161711512111,0.0975119733417751,-0.0147057381502138,-0.0825497196792511,-0.0321385841652993,0.0412931454275624,-0.0563724552803974,-0.0822220395566431,0.0243687211491912,0.0244966571108722,-0.0506943175371129,-0.0471038305618322,0.0232049937357636,-0.1448084341497324,-0.1407463774376555,-0.0718444221252436,-0.0213447151711847,0.0310907565598004,0.1475356216949552,0.0857659623202019,-0.0159938529963427,-0.0019016207902688,-0.1002529364637808,-0.0018513135992389,-0.0288658638920138,0.5214336256048313,11.627107122611532,-0.013376529329687394,0.06703141792966126,0.079696171187268,0.4466842268431406,-0.0016433392007896748,-0.0004568881500198396,-0.0020820782069715213,-0.001097713937344573,0.009530805783481236,REAL,-0.0011556324121848884,0.06204463387861307
0.0497998291245449,0.0959270826085206,-0.0759132661553698,0.0150393786476207,0.0341755975777159,0.1876170839215886,0.095042383818605,-0.0576903655662403,-0.0898414671348358,0.0491919171506505,-0.1320233207020642,0.1831458765854353,0.1179440120721287,-0.0469175652104704,-0.1713134529090877,0.1353872374165413,-0.0114539845252617,0.1237816311973461,-0.1594427658794367,-0.0599375022953772,0.0005243699718183,0.0046980593764742,-0.0450065471479243,0.0622849932347498,-0.1067620429382594,-0.0142379485021293,0.0120295631711898,0.0514438834058749,0.0711614878088889,-0.09184631363187173,-1.0017289533214622,0.023480921343280437,0.09809336905544094,-0.22216075067103977,-0.05992654567540745,-0.008531380681608337,0.01298730270779595,0.0008695093758056784,0.0018615988211970272,-0.0054490518033736,FAKE,0.049862745964128465,0.09812671915437775
0.0645375949585147,-0.0964923460580104,-0.1380101458214891,-0.1703382439355154,-0.0055547698896618,0.0384065448939307,-0.0032694748094093,-0.2067442100039876,-0.0089120039512788,-0.1304469500504853,0.0669672548830038,0.0366598246096848,-0.0939879786327355,-0.0513866917336693,-0.1059213521888951,-0.0062679097273171,0.0955142320501238,-0.0985726046335543,0.0504046515517844,-0.053025761837244,-0.0792872832262344,-0.0107030359954557,-0.1035242322419374,-0.0553649305347182,-0.1197877892588848,0.1964725132916389,0.0035263551971728,-0.0699725507992585,0.0213979910734222,-0.18070207313472253,-1.0322205198656693,-0.02170932283620569,0.10089530456317056,0.22342020657987618,-0.33710098552732237,-0.0068359093250250965,0.0006048053144686512,-0.013181933093265133,0.016790684373429485,-0.0002799862407387469,FAKE,-0.018046998586065306,0.10380557417398847
0.0311250154543536,0.1119574911434576,-0.0007972641316617,0.1479944138890025,0.0077368307647618,-0.0861284201328263,0.1523124077269657,0.0538910043684658,-0.1037246154326456,-0.0190338678083608,-0.0875618253384757,-0.1382799730964336,0.0926177547531641,0.190941664047013,-0.1398567573819141,0.056296923669057,-0.0650642569121826,-0.0487125383764696,-0.0592393924238869,-0.0863990769679816,0.0048521627944826,-0.0830950116411037,0.0270456825779838,-0.0050238109449136,-0.0238948046866409,-0.0907563662041597,-0.0576771330568332,0.0755391225825756,0.050091718762438,0.03965987283247557,-0.980351679413284,-0.036665804799499935,0.06972551114870433,-0.2237808569504009,-0.2923427597166883,-0.0043530437349078585,0.006302862333082358,5.1873398289305016e-05,-0.00720918356607116,-0.00045832515379092524,FAKE,-0.006744979575957173,0.1123463076040867
0.0638592458777373,-0.0066079798647316,0.14415686206579,-0.2471644500127289,-0.0796895255470476,0.057707212718054,-0.0203045386042992,0.0371145873371308,-0.060398518671582,0.0086589787472899,-0.0155677235392079,0.1167782061659807,0.0254420843301213,0.0337602662075202,-0.0411876966122467,-0.0487606224072493,-0.043255818781962,0.0394452142378296,-0.0420984480820263,0.0289774856896412,0.2075400798645439,0.0871124703431692,-0.0326023532167841,0.1201213922163944,-0.0408075373021551,-0.2038124535177854,-0.1008086310917404,-0.1870791921025855,-0.0351513484041308,-1.1025802255584252,15.540744939120739,-0.012824026709886471,0.10559444118655474,-0.13758593623581247,-0.24575182314401234,-0.0026302152450991094,0.00032220921105888386,-0.0062356231016941046,-0.009749454682727417,0.0033548053539236918,FAKE,0.004316343210393108,0.08939492552660754
0.2270692857804396,0.0248220586300336,-0.0269874935293371,-0.0978763715782307,-0.0444293260076111,0.0377300493044852,0.0756988616645352,-0.0922165324177625,0.086960592010566,0.135563785880495,0.04134349032237,0.1876795812558066,-0.0773789199103573,-0.1244654703311417,-0.1778720248904278,0.1496044311489183,0.0654365656354057,-0.0055584670910455,0.027996862631982,-0.1125489047298376,0.2445751979616826,0.0129221181975227,0.0109394794604892,0.0725766623898691,0.0481009231736713,0.0223884024279131,-0.0790474455445311,0.0471468357135995,0.1882024496475033,0.5710074708097744,4.808132494000651,0.011491650192002467,0.11111898405576605,-0.03950133052354414,-0.2998118092846678,-0.04038927365219002,0.003713489961291275,-0.0017659688916675537,0.0005440425904085365,-0.001243881737066633,FAKE,0.0014857891326733887,0.10952731381639882
0.0823170583961914,-0.1289960899741054,0.0696206364813418,0.1848956094945345,0.1126565029547757,-0.026888869055483,-0.110652590874167,0.257335980324986,0.0059218434014488,0.0013929291912946,-0.0024125087110003,0.0198084760767854,-0.0144360411923942,-0.0573662006880236,-0.0546858941240392,-0.0032753270215998,-0.0543424771133765,-0.0712845782677164,0.0106430227691896,-0.0254977217420855,0.1503992988582688,-0.2650969808393012,0.1091506851922461,0.1246085192497629,-0.2073390232408149,-0.0342687594080348,-0.0371440865995791,-0.1407511694717821,-0.0777816687590875,0.4226040411668343,2.462827690609236,-0.027593760973454774,0.09891999094591569,-0.4098291211580017,2.0086997778468088,-0.004501581940056475,0.0004225043791729064,-0.003783357844606022,-0.013180205546370274,0.001199005726044953,REAL,0.027266120143712696,0.09864893137730302
0.0444263311486039,0.1159329803364248,-0.0704343690542759,-0.1408461296363559,-0.1556629173523903,0.0606009951345639,-0.1280429352496283,0.1754794181984365,-0.2081929407883722,0.1696456368290038,0.0211017467202618,-0.0096713111870392,-0.0544919086808949,0.039913611435207,-0.0037634702424848,0.1103301882016521,0.0114227648662039,0.0150301761461877,-0.0363612212213855,-0.0056945623721067,0.0307801768892059,-0.1710168392656625,-0.1348185422105713,0.0743264094022715,0.0170865438127941,-0.0183983336352679,0.0018433933065393,0.0347581705361671,-0.0539759680309361,-0.0722665990854667,-1.2283558326440547,-0.0028634483041680703,0.08933977651098425,-0.586811820702663,8.569474978829719,-0.00016719717526054634,0.01279090753929618,-0.000804555236206422,-0.002116942137943217,0.0056600937738165115,FAKE,-0.00681168403812494,0.12262536390128892
-0.0624818577695678,0.0517659020469123,0.2632382064837391,0.0493317900880889,0.0184836123694873,-0.0858357780181213,0.0700309879408991,-0.0575637826237774,0.0122009814645361,0.2560084538268795,-0.0096059899724649,0.1149273326285675,-0.0703176425125887,-0.0034988490496961,0.177080063563551,-0.0626967057787767,0.1812448557996928,0.0707751935455475,-0.0562466775894267,0.063240773905552,0.097255444962673,0.0621809962217196,-0.1570224719890456,-0.0727137175824868,-0.0247518635551504,-0.0074433429100046,0.0620672097550678,0.0177701000933253,-0.1335344358710101,0.8627660120471617,10.973935879899635,0.001187956007406171,0.09483977366118697,-0.020963015157935878,-0.5393862041398552,-0.011064291345403819,-0.0032455515300082354,0.04771057077511505,0.0034914669914328134,-0.0010396417856344913,REAL,0.026945164141795687,0.10216544211888343
0.1053152853332903,0.0681500697372624,0.125575612557352,-0.0894607302219503,-0.0186871644161359,-0.0439731058274174,0.1446977884353733,0.0196554776511574,0.1031844539468634,-0.1485560373036972,0.0267050265869258,0.0889630795623437,0.0082283989275424,0.1065480375065351,-0.0517288450100372,0.140934744018558,0.229889812361925,-0.0362838560439659,-0.0445502521400771,0.1453384477117701,0.1579572145730712,-0.0522860027153268,-0.0420186817095857,-0.0281784608860507,-0.1344450511034277,-0.0918651946484198,-0.1004140766752068,-0.0767797565104128,-0.0034684887386781,-0.12039206644015506,0.4834916963685427,0.013314343515798703,0.10425266915775454,0.67187587489116,7.434149836109716,-0.005447838072193618,0.009604712633267952,0.028868554008043442,0.0032459802569613136,0.000832517886521931,REAL,0.0415962489748391,0.09068766029695217
-0.0637739984251316,-0.0623140526424764,-0.1515744114997232,0.1547505201330061,0.1795877673095521,-0.0612788690484386,-0.0387701559935984,0.0285865390724904,0.0334456789987025,0.065854427267283,0.2010204538766349,-0.0176947227494049,-0.0798297244538453,-0.1379319228014527,-0.0730930039941919,-0.0033126972873797,0.1794557863517787,-0.0517611299036171,0.0223787951638898,-0.0016422896072752,0.1188393273448084,0.2526932425873622,-0.053086877292032,-0.0489439442518222,0.1044160877069072,0.0681891489626311,0.1846707325736033,0.0583928185325964,-0.0359292090787059,0.3092634137256039,0.32475217957523883,0.05090562186357506,0.0895160617998039,0.4999392324225156,5.141517833771982,0.004661433121613732,0.00020642759315436741,-0.027200905206490916,-0.008010061775256842,0.004018957858560771,REAL,0.012220827205957756,0.09849585936928869
